Data Medicao;EVAPORACAO DO PICHE(mm);INSOLACAO TOTAL(h);PRECIPITACAO TOTAL(mm);TEMPERATURA MAXIMA(°C);TEMPERATURA MEDIA COMPENSADA(°C);TEMPERATURA MINIMA(°C);UMIDADE RELATIVA DO AR MEDIA (%);UMIDADE RELATIVA DO AR MINIMA (%);VENTO VELOCIDADE MEDIA (m/s)
21/04/2022;3,9;7,8;0;28,9;null;19;null;76;null
22/04/2022;3,3;6,8;0;29,7;null;16,3;null;87;null
23/04/2022;9,6;10,1;0;33,3;null;15,9;null;75;null
24/04/2022;6,2;9,5;0;28,9;null;18,4;null;65;null
25/04/2022;3,8;3,4;0,4;27,7;null;19,6;null;81;null
26/04/2022;3,5;7;0;30,5;null;18,2;null;86;null
27/04/2022;4,9;9,1;0;31,5;null;17,4;null;82;null
28/04/2022;5,1;8,9;0;32,1;null;17,2;null;86;null
29/04/2022;4,4;7,7;0;31,1;null;16,9;null;82;null
30/04/2022;null;null;0;24,6;null;19,2;null;91;null
01/05/2022;null;null;0,6;30,1;21,94;18,2;null;81;null
02/05/2022;3,8;5;0;29,7;23,08;17,1;null;78;null
03/05/2022;4,8;8,1;0;31,9;24,02;21,2;null;78;null
04/05/2022;3,1;3,9;0;26,7;21,4;15,9;null;74;null
05/05/2022;6,8;10,4;2,2;26,1;19,72;16,9;null;53;null
06/05/2022;3,7;5,7;0;25,1;18,76;12,9;null;77;null
07/05/2022;null;null;0;24,1;19,44;15,1;null;76;null
08/05/2022;null;null;0;25,2;20,58;16,7;null;58;11,31768
09/05/2022;4,9;7,5;0;25,7;20,14;17,2;null;71;null
10/05/2022;4,8;9,5;0;27,1;20,2;14,7;null;74;null
11/05/2022;2,4;5;0;27,5;19,6;16,5;null;76;null
12/05/2022;4,1;5,5;0;26,9;20,72;16,1;null;78;null
13/05/2022;3,1;1;0;24,3;20,54;18,4;null;74;null
14/05/2022;null;null;0;25,9;21,06;18;null;76;null
15/05/2022;null;null;0,8;23,3;18,9;17,7;null;79;null
16/05/2022;1,5;3;3,1;23,7;19,08;15,7;null;88;null
17/05/2022;5,5;8,7;4,6;26,5;19,36;16,7;null;71;null
18/05/2022;10,1;10,1;0;22,1;14,4;8,3;null;47;null
19/05/2022;9,2;10;0;20,9;15,24;8,9;null;51;null
20/05/2022;3,5;7,1;0;22,7;15,28;8,1;null;55;null
21/05/2022;null;null;0;23,5;15,76;8,7;null;78;null
22/05/2022;null;null;0;24,2;16,88;13,3;null;73;null
23/05/2022;3,6;9,1;0;25,7;16,8;9,1;null;81;null
24/05/2022;3,6;8,3;0;25,5;17,56;10,3;null;75;null
25/05/2022;5,6;9,8;0;26,3;17,96;11,1;null;73;null
26/05/2022;3,9;9,4;0;27,7;19,08;11,1;null;77;null
27/05/2022;3,6;9,1;0;27,5;18,72;13,3;null;72;null
28/05/2022;null;null;0;27,2;17,1;11,3;null;83;null
29/05/2022;null;null;0;29,5;17,34;10,1;null;82;null
30/05/2022;4,5;8,5;0;29,1;18,52;10,9;null;72;null
31/05/2022;3,6;5,5;0;27,5;21,4;16,7;null;78;null
01/06/2022;2,5;2,3;0;25,9;21,42;19,2;null;76;null
02/06/2022;3,6;6;0;30,3;20,96;16,9;null;81;null
03/06/2022;2,4;1;0;22,9;18,68;15,5;null;79;null
04/06/2022;null;null;2;22,6;18,06;16,3;null;83;null
05/06/2022;null;null;null;24,1;17,92;15,3;null;65;null
06/06/2022;2,8;7,6;0;25,3;16,24;11,1;null;79;null
07/06/2022;3,6;7;0;28,1;18,4;11,9;null;82;null
08/06/2022;2,6;5,4;0;26,9;20,36;16,7;null;77;null
09/06/2022;1,6;0;11,2;22,9;20,02;18;null;85;null
10/06/2022;1,3;1,3;2;23,5;19,86;18,4;null;83;null
11/06/2022;null;null;8,2;20,6;17,42;15,7;null;86;null
12/06/2022;null;null;null;23;17,74;15,7;null;75;null
13/06/2022;4,3;9,2;0;21,3;14,28;10,7;null;55;null
14/06/2022;3,8;4;0;22,3;14,4;7,1;null;80;null
15/06/2022;2,2;5,1;0;21,5;14,92;11,3;null;80;null
16/06/2022;1,9;5,4;0,4;23,5;14,8;9,7;null;83;null
17/06/2022;3,1;7,1;0,2;27,1;15,68;9,3;null;82;null
18/06/2022;null;null;0;22,2;16,74;10,7;null;76;null
19/06/2022;null;null;null;21,8;17,7;15,3;null;77;null
20/06/2022;3,1;2;0;22,9;18,14;15,8;null;80;null
21/06/2022;2,1;6,3;0,4;26,5;17,64;13,1;null;85;null
22/06/2022;2,8;6,9;0,3;28,1;17,48;11,3;null;85;null
23/06/2022;3;7,9;0,2;29,5;17,52;10,9;null;79;null
24/06/2022;4,4;9,5;0;28,5;17,64;10,3;null;76;null
25/06/2022;null;null;0;29,7;18,72;10,9;null;73;null
26/06/2022;null;null;null;20;16,28;15;null;75;null
27/06/2022;2,8;0,4;1,4;19,9;16;14,1;null;83;null
28/06/2022;2,3;7;0,3;24,3;15,2;9,5;null;81;null
29/06/2022;3,1;7,1;0,2;28,1;16,6;10,3;null;80;null
30/06/2022;2,9;6,7;0;26,3;17,64;12,1;null;79;null
01/07/2022;3,9;6,6;0;22,5;18,28;15,5;null;84;null
02/07/2022;null;null;0;27,2;17,94;11,1;null;75;null
03/07/2022;null;null;null;28,9;17,92;11,6;null;77;null
04/07/2022;4,1;9,1;0;28,3;17,74;10,4;null;72;null
05/07/2022;4,2;9,6;0,2;28,3;17,24;9,5;null;76;null
06/07/2022;3,9;9,6;0;28,7;16,64;9,9;null;74;null
07/07/2022;4,5;9,7;0;28,2;17,62;10,1;null;79;null
08/07/2022;5,1;8,7;0;28,1;18,12;10,3;null;69;null
09/07/2022;null;null;0;27,5;17,44;11,1;null;66;null
10/07/2022;null;null;null;28,7;18,26;14,5;null;74;null
11/07/2022;5,3;9,5;0;28,1;17,4;10,7;null;75;null
12/07/2022;5,9;9,1;0;29,7;19,16;10,3;null;75;null
13/07/2022;4,1;3,4;0;25,1;18,4;13,3;null;59;null
14/07/2022;7,1;7,8;0,5;27,5;20;16,3;null;78;null
15/07/2022;4,3;9,2;0;28,7;19,16;11,7;null;70;null
16/07/2022;null;null;0;29;19,14;12,3;null;69;null
17/07/2022;null;null;0;32,7;21,08;12,1;null;69;null
18/07/2022;5,5;7,5;0;27,3;20,72;17,1;null;62;null
19/07/2022;4,3;6,5;0;28,7;21,38;17,6;null;79;null
20/07/2022;4,1;4,2;0;24,9;20,1;18,4;null;76;null
21/07/2022;4,5;8,5;0;27,7;20,28;15,5;null;77;null
22/07/2022;3,4;6,4;0,3;27,3;18,56;14,3;null;68;null
23/07/2022;null;null;0;29,6;18,46;11,3;null;70;null
24/07/2022;null;null;0;29,5;20,02;11,1;null;66;null
25/07/2022;5,4;9,6;0;28,5;18,68;11,9;null;59;null
26/07/2022;5,6;8,8;0;27,3;19,04;11,9;null;72;null
27/07/2022;3,9;7;0;26,5;19,16;15,3;null;70;null
28/07/2022;5,1;9,2;0;29,3;18,28;11,5;null;72;null
29/07/2022;4,8;5,7;0;30,9;18,28;11,5;null;72;null
30/07/2022;null;null;0,6;23;16,86;14,5;null;73;null
31/07/2022;null;null;null;22,7;17,14;14,5;null;71;null
01/08/2022;3,5;5,2;0;26,9;19,56;15,5;null;75;null
02/08/2022;6,9;9,1;0;30,1;19,84;12,3;null;79;null
03/08/2022;5,2;8,8;0;27,9;19,92;14,1;null;58;null
04/08/2022;4,3;5,7;0;29,5;20,96;16,1;null;74;null
05/08/2022;7,6;8,8;0;33,3;21;12,5;null;68;null
06/08/2022;null;null;0;22,7;19,22;17,6;null;71;null
07/08/2022;null;null;0;28,1;21,2;17,5;null;76;null
08/08/2022;1,5;0;0,8;20,5;18,9;18;null;70;null
09/08/2022;2,1;0;0,6;22,9;19,56;16,3;null;83;null
10/08/2022;11,9;3,6;5,2;25,1;19,82;17,6;null;78;null
11/08/2022;6,7;7,2;0;22,1;17,32;15,1;null;33;null
12/08/2022;5,6;7,4;0;22,9;17,32;13,7;null;66;null
13/08/2022;null;null;0;26,2;18,06;14,1;null;71;null
14/08/2022;null;null;0;28;18,18;10;null;70;null
15/08/2022;5,9;10,2;0;28,5;17,88;9,7;null;56;null
16/08/2022;6,3;9,9;0;32,3;20,88;10,7;null;62;null
17/08/2022;4,7;4,1;0;28,5;21,2;13,9;null;54;null
18/08/2022;8,1;7,3;0;33,5;22,52;14,5;null;68;null
19/08/2022;1,9;0;0,4;22;16,1;13,7;null;58;null
20/08/2022;null;null;0,3;17,5;14,6;12,7;null;78;null
21/08/2022;null;null;0;21,4;15,82;13,3;null;65;null
22/08/2022;6,5;7;0;23,5;16,82;11,4;null;69;null
23/08/2022;5,9;6,4;0;24,5;18,4;14,1;null;71;null
24/08/2022;6,3;8,3;0;26,7;20,2;15,5;null;66;null
25/08/2022;7,2;4,2;0;28,5;21,76;16,9;null;76;null
26/08/2022;4,5;0,8;0;26,5;21,62;17,6;null;53;null
27/08/2022;null;null;0;31,7;21,6;14,1;null;65;null
28/08/2022;null;null;0;33,9;22,56;13,4;null;64;null
29/08/2022;3;0,3;0;22,3;17,48;14,9;null;57;null
30/08/2022;5,1;2,4;1,8;19,5;15,4;11,5;null;71;null
31/08/2022;7,1;10,1;0;23,3;16,64;12,7;null;74;null
01/09/2022;7,2;10,1;0;27,3;17;8,7;null;64;null
02/09/2022;7,2;10,6;0;31,1;19,24;9,3;null;57;null
03/09/2022;null;null;0;31,2;20,26;11,3;null;57;null
04/09/2022;null;null;0;19,6;16,18;15,2;null;72;null
05/09/2022;5,4;1,6;1,8;22,5;17,68;13,9;null;78;null
06/09/2022;6,1;5;0;25,3;18,64;15,1;null;69;null
07/09/2022;7,3;9,3;0;27,7;19;11,3;null;62;null
08/09/2022;5,6;7,1;0;30,7;21;12,5;null;56;null
09/09/2022;9,5;9,5;0;36,1;24;14,1;null;61;null
10/09/2022;null;null;0;37,5;24,16;16,5;null;51;null
11/09/2022;null;null;0;21,6;18,04;16,6;null;73;null
12/09/2022;1,4;0;0;18,5;16,52;14,9;null;75;null
13/09/2022;3,1;3,7;0;26,9;21,04;15,3;null;87;null
14/09/2022;1,5;0;0;23,1;19,86;17,8;null;76;null
15/09/2022;0,8;0;10,4;19,9;17,98;17,4;null;86;null
16/09/2022;0,6;0;4,8;17,7;16,26;15,6;null;89;null
17/09/2022;null;null;14,2;21,5;16,88;14,3;null;81;null
18/09/2022;null;null;0;24,5;16,12;8,1;null;69;null
19/09/2022;6,5;7,8;0;28,1;19,1;11,8;null;71;null
20/09/2022;5,8;4,3;0;29,3;21,64;13,9;null;65;null
21/09/2022;3,4;2;0;27,1;21,1;18,8;null;62;null
22/09/2022;5,2;4,1;5;30,9;22,02;18;null;85;null
23/09/2022;7,8;10,4;0,3;30,1;20,52;16,3;null;49;null
24/09/2022;null;null;0;25,3;17,64;14,3;null;55;null
25/09/2022;null;null;0;28,1;18,9;11,8;null;63;null
26/09/2022;3,1;0,7;0;23,7;19,14;16;null;70;null
27/09/2022;2,9;3,4;14,8;29,7;21,38;17,2;null;85;null
28/09/2022;0,7;0;3,4;20,3;18,46;17,6;null;89;null
29/09/2022;1,2;0,3;32,4;20,9;17,52;15,7;null;89;null
30/09/2022;3,4;1,3;0,4;21,1;17,68;15,5;null;84;null
01/10/2022;null;null;9,8;24,7;19,92;16,1;null;88;null
02/10/2022;null;null;0;26,6;21,32;18,9;null;72;null
03/10/2022;1,7;0;0;21,5;19,34;18;null;76;null
04/10/2022;2,3;2;4,8;24,9;19,94;18;null;86;null
05/10/2022;3,9;0,7;3,6;26,1;21,26;18;null;83;null
06/10/2022;5,6;6,7;0;31,9;23,38;18,6;null;80;null
07/10/2022;1,7;1,1;8,2;25,5;21,7;20;null;81;null
08/10/2022;null;null;1,4;27,4;21,88;19,4;null;71;null
09/10/2022;null;null;0;31,7;23,08;19,1;null;75;null
10/10/2022;4,1;2;1,4;27,7;22,62;19,4;null;74;null
11/10/2022;6,9;7,1;0;33,3;25,54;20;null;72;null
12/10/2022;7;8,4;0;34,5;24,34;17,8;null;66;null
13/10/2022;9,5;9,7;0;34,9;25,62;18,2;null;64;null
14/10/2022;7,2;7,1;0;34,1;23,54;18;null;64;null
15/10/2022;null;null;0,3;29,7;23,22;18,8;null;67;null
16/10/2022;null;null;0;28;22,66;18,4;null;60;null
17/10/2022;7,5;7,6;0;31,5;22,8;16,1;null;61;null
18/10/2022;3,1;1;0;28,1;22,9;20,4;null;72;null
19/10/2022;1,1;0;6,4;23,3;21,06;19,6;null;73;null
20/10/2022;5,3;9,8;2,6;31,3;23,9;18;null;76;null
21/10/2022;1,8;0,9;0;27,5;22,86;19,6;null;72;null
22/10/2022;null;null;0;33,1;23,34;18;null;67;null
23/10/2022;null;null;25;29,3;22,28;18,1;null;71;null
24/10/2022;4,1;4,4;0;28,9;22,12;18,9;null;72;null
25/10/2022;6,4;3,7;5,6;27,7;21,74;19,4;null;78;null
26/10/2022;6,1;11,3;0;30,7;23,2;16,9;null;61;null
27/10/2022;6,8;10,4;0;33,9;25,34;19;null;67;null
28/10/2022;4,4;4,2;1,2;30,3;23,86;20,6;null;63;null
29/10/2022;null;null;3,5;34,5;25,38;17,4;null;70;null
30/10/2022;null;null;1;35;25,86;19,7;null;57;null
31/10/2022;3,8;4,4;0;32,3;24,94;20,8;null;61;null
01/11/2022;3,4;0,2;4,6;25,9;21,42;19,4;null;80;null
02/11/2022;null;null;0,5;null;null;16,5;null;76;null
03/11/2022;null;null;null;null;null;null;null;null;null
04/11/2022;null;null;null;null;null;null;null;null;null
05/11/2022;null;null;null;null;null;null;null;null;null
06/11/2022;null;null;null;null;null;null;null;null;null
07/11/2022;null;null;null;null;null;null;null;null;null
08/11/2022;null;null;null;null;null;null;null;null;null
09/11/2022;null;null;null;null;null;null;null;null;null
10/11/2022;null;null;null;null;null;null;null;null;null
11/11/2022;null;null;null;null;null;null;null;null;null
12/11/2022;null;null;null;null;null;null;null;null;null
13/11/2022;null;null;null;null;null;null;null;null;null
14/11/2022;null;null;null;null;null;null;null;null;null
15/11/2022;null;null;null;null;null;null;null;null;null
16/11/2022;null;null;null;null;null;null;null;null;null
17/11/2022;null;null;null;null;null;null;null;null;null
18/11/2022;null;null;null;null;null;null;null;null;null
19/11/2022;null;null;null;null;null;null;null;null;null
20/11/2022;null;null;null;null;null;null;null;null;null
21/11/2022;null;null;null;null;null;null;null;null;null
22/11/2022;null;null;null;32,4;null;null;null;58;null
23/11/2022;4,2;0;0,2;28,7;24,66;20,8;null;59;null
24/11/2022;3,3;1,8;4,6;26,1;21,42;19,6;null;74;null
25/11/2022;3,1;2,1;0;26,5;20,98;18,2;null;72;null
26/11/2022;null;null;2;27,9;20,72;16,5;null;71;null
27/11/2022;null;null;12,6;30,2;21,46;15,7;null;66;null
28/11/2022;3,5;5,7;8,6;30,3;22,4;18,7;null;69;null
29/11/2022;1,7;0,7;17,6;26,5;20,74;17,8;null;80;null
30/11/2022;2,5;5;16,8;29,7;22,62;18,6;null;72;null
01/12/2022;3,9;3,7;17;30,1;null;18,8;null;null;null
02/12/2022;3,1;6,7;1,2;31,9;24,42;19,4;null;null;null
03/12/2022;null;null;20,4;28,9;23,62;20,6;null;null;null
04/12/2022;null;null;26,6;30,5;24,44;20,6;null;null;null
05/12/2022;2,7;0,1;1,8;28,1;23,56;21,1;null;null;null
06/12/2022;0,8;0;16,6;24,5;21,82;20;null;null;null
07/12/2022;1,9;0,2;19,2;25,7;22,5;21;null;null;null
08/12/2022;4,9;8,3;5,7;32,3;23,98;19,6;null;null;null
09/12/2022;8,9;11,9;0;33,5;24,04;16,9;null;null;null
10/12/2022;null;null;0;35,3;24,92;16,5;null;null;null
11/12/2022;null;null;1,4;34,5;26,26;21,1;null;null;null
12/12/2022;3,2;3,3;0;33,7;25,62;21,6;null;null;null
13/12/2022;3,2;2;7,2;29,5;23,68;21,1;null;null;null
14/12/2022;7,7;8,4;17,6;26,7;21,08;16,3;null;null;null
15/12/2022;6,8;11,3;0;28,5;22,32;15,3;null;null;null
16/12/2022;4,6;6,5;0;30,9;22,86;18;null;null;null
17/12/2022;null;null;3;26,3;21,74;19,8;null;null;null
18/12/2022;null;null;1,8;26,8;22,22;19,1;null;null;null
19/12/2022;2,4;0;0;23,7;20,52;18,9;null;null;null
20/12/2022;1,1;0;11,6;21,3;19,38;17,6;null;null;null
21/12/2022;3,4;2,9;5,4;26,7;21,66;18,6;null;null;null
22/12/2022;2,6;0,5;4;23,5;20,58;18,4;null;null;null
23/12/2022;4,9;4,9;1,8;25,9;21,32;16,9;null;null;null
24/12/2022;null;null;0;27,6;22,72;19;null;null;null
25/12/2022;null;null;0;31,8;24;18,6;null;null;null
26/12/2022;1,5;0,1;6,4;24,3;22,6;21,3;null;null;null
27/12/2022;5,5;1,6;2,8;31,3;25,62;21;null;null;null
28/12/2022;2,2;0;2,6;25,5;22,54;20,6;null;null;null
29/12/2022;0,9;0;7,2;24,1;21,7;19;null;null;8,23104
30/12/2022;1,4;0;33,2;25,3;21,56;20,3;null;90;null
31/12/2022;null;null;2,4;30,5;22,82;19,4;null;77;null
01/01/2023;null;null;6,4;32,8;23,96;19,6;null;69;null
02/01/2023;5,4;9,9;11,6;31,3;23,88;18,3;null;73;null
03/01/2023;3,9;3,4;0;31,5;24,78;18,8;null;70;null
04/01/2023;1,8;0;0;27,7;24,14;21,4;null;75;null
05/01/2023;1,1;0;4,6;24,1;21,26;20;null;85;null
06/01/2023;0,8;0;12,4;22,3;19,34;18;null;89;null
07/01/2023;null;null;26,2;23,4;18,98;16,7;null;90;null
08/01/2023;null;null;7,8;24,7;20,5;17,9;null;83;null
09/01/2023;1,2;0;20;24,5;21,4;19,3;null;86;null
10/01/2023;1,9;1,5;12,6;28,5;22,3;20,2;null;88;null
11/01/2023;1,3;0,2;31,6;28,3;22,9;20;null;83;null
12/01/2023;2,9;2,6;3,6;32,1;24,42;20,6;null;80;null
13/01/2023;2,8;4,2;4,8;33,7;24,22;21;null;85;null
14/01/2023;null;null;29,4;32,8;25,32;20,2;null;78;null
15/01/2023;null;null;0,8;35,6;26,2;20,3;null;65;null
16/01/2023;7,2;11,6;0;34,3;27,32;21,5;null;64;null
17/01/2023;6,4;8;0;34,1;26,78;23;null;66;null
18/01/2023;3,9;8,4;0;33,7;24,26;20,6;null;73;null
19/01/2023;4,2;5,4;11,8;30,7;24,06;19,8;null;78;null
20/01/2023;1,9;0;0;26,7;22,46;19,8;null;79;null
21/01/2023;null;null;2,8;28,8;23,2;20,2;null;80;null
22/01/2023;null;null;12,2;33,9;25,34;19,9;null;89;null
23/01/2023;2,8;2,2;0;30,3;24;20,3;null;70;null
24/01/2023;2;0,7;21;27,9;23,22;20,6;null;90;null
25/01/2023;7,1;8,6;18,2;30,9;23,94;20;null;88;null
26/01/2023;7,4;11,7;0,3;30,3;23;16,3;null;65;null
27/01/2023;3,8;6,4;0;31,5;23,98;18,8;null;73;null
28/01/2023;null;null;10,6;31,9;24,34;21;null;75;null
29/01/2023;null;null;3,6;31,5;23,72;21;null;78;null
30/01/2023;2,9;2,5;20;31,3;23,64;20,5;null;80;null
31/01/2023;2,6;5,5;8,2;32,7;24,38;20,6;null;85;null
01/02/2023;2,3;3,1;5,8;30,7;23,86;20,8;null;78;null
02/02/2023;3,3;2,4;19,8;30,1;24,26;20,6;null;84;null
03/02/2023;2,6;3,7;0;29,1;24,3;20,4;null;77;null
04/02/2023;null;null;3,4;35,2;26,48;20,8;null;74;null
05/02/2023;null;null;0;34,1;25,44;21,2;null;65;null
06/02/2023;3,1;5,7;0;32,3;25,06;20,2;null;78;null
07/02/2023;1,7;1,9;18,4;29,3;23,82;21,4;null;79;null
08/02/2023;2,3;1,2;7,2;27,7;23,3;20,8;null;83;null
09/02/2023;3,6;6,2;2,6;30,5;24,1;20;null;82;null
10/02/2023;2,8;4;0,8;30,1;24,1;21,2;null;75;null
11/02/2023;null;null;0,5;31,3;23,62;19,8;null;81;null
12/02/2023;null;null;12,6;27,1;22,86;20,3;null;88;null
13/02/2023;3;3,3;1,4;31,7;24,02;20,2;null;81;null
14/02/2023;2,3;4,1;2,2;31,5;23,82;20,2;null;87;null
15/02/2023;3,7;6,1;12,4;33,3;24,78;21;null;88;null
16/02/2023;2,9;0,4;0;29,5;24,9;21,4;null;77;null
17/02/2023;3,9;5,4;0,3;34,1;25,5;21,6;null;74;null
18/02/2023;null;null;0;32,2;25,12;21,6;null;76;null
19/02/2023;null;null;7,8;30;24;21,8;null;72;null
20/02/2023;3,3;8,5;14,2;31,5;24;20,9;null;68;null
21/02/2023;3,2;7,5;20,4;32,7;23,34;19,8;null;85;null
22/02/2023;2,3;4,8;40;30,9;23,26;20;null;83;null
23/02/2023;1,9;4,1;2,8;28,5;23,46;19,4;null;78;null
24/02/2023;3,1;6,3;3,6;32,3;24,18;20,8;null;81;null
25/02/2023;null;null;0,3;33,5;25,62;21,2;null;78;null
26/02/2023;null;null;0;34,7;25,5;20,9;null;69;null
27/02/2023;4,3;8,3;0,6;32,9;24,62;20,8;null;74;null
28/02/2023;4,2;8;0,7;32,1;24,54;20,4;null;75;null
01/03/2023;3;6,7;2,2;32,1;22,94;19,6;null;71;null
02/03/2023;2,3;4,3;15,6;32,5;23,82;19,6;null;82;null
03/03/2023;2,2;5,7;0;32,3;24,62;20,6;null;78;null
04/03/2023;null;null;3,5;33,2;24,12;20,8;null;82;null
05/03/2023;null;null;30,6;28,2;23,58;20,5;null;84;null
06/03/2023;2;2,8;7;27,7;22,94;20,6;null;80;null
07/03/2023;2,9;3,6;1;28,3;23,7;20,2;null;72;null
08/03/2023;2,1;3,9;1,4;30,5;23,06;18;null;82;null
09/03/2023;2,5;6,6;1,8;32,3;23,4;19,9;null;80;null
10/03/2023;2,3;4,5;62,8;30,5;22,78;19,2;null;90;null
11/03/2023;null;null;55,6;26,1;21,94;19,6;null;88;null
12/03/2023;null;null;12,8;27,3;22,64;20,3;null;85;null
13/03/2023;3,3;2,8;14;28,1;23;20,5;null;79;null
14/03/2023;4,7;4,8;0,3;29,9;24,9;21,2;null;67;null
15/03/2023;5,2;6,7;0;30,5;24,14;21,4;null;79;null
16/03/2023;5,5;8,5;0;30,1;24,06;20,2;null;72;null
17/03/2023;5,4;9,5;0;29,9;23,38;18,4;null;74;null
18/03/2023;null;null;0,3;30,8;24,36;20,4;null;75;null
19/03/2023;null;null;0;31,7;25,38;21,3;null;70;null
20/03/2023;3,8;6,8;0;31,7;23,66;20,2;null;80;null
21/03/2023;4,1;8,6;3,2;32,1;23,94;18,2;null;76;null
22/03/2023;5,1;8,9;0;31,5;24,54;20,2;null;75;null
23/03/2023;5,3;9,2;0;31,3;24,02;18;null;76;null
24/03/2023;5,2;7,8;0;33,1;24,7;20;null;76;null
25/03/2023;null;null;0;32,7;24,42;19,2;null;66;null
26/03/2023;null;null;8,4;33,4;25,06;19,4;null;83;null
27/03/2023;2,3;4,5;6,8;28,9;23,38;20,2;null;71;null
28/03/2023;2,5;0,8;26,8;26,3;22,86;20,4;null;79;null
29/03/2023;1,1;0,2;0,4;27,3;23,18;21;null;82;null
30/03/2023;1,2;6,8;11,4;31,3;23,26;19,8;null;83;null
31/03/2023;1,4;6,7;53,2;31,1;22,18;18;null;85;null
01/04/2023;null;null;19,8;31,9;23,66;18,4;null;81;null
02/04/2023;null;null;1;23;20,98;19,8;null;79;null
03/04/2023;4,4;3,6;0,6;25,7;21,86;18;null;68;null
04/04/2023;2,6;5,6;0;27,3;22,5;18,8;null;78;null
05/04/2023;3;5,6;0;29,1;22,3;18,4;null;80;null
06/04/2023;3,8;4,8;0,4;28,9;23,3;20;null;81;null
07/04/2023;0,8;0;3,8;23,1;21,74;20;null;80;null
08/04/2023;null;null;6,2;27,9;22,54;19,8;null;77;null
09/04/2023;null;null;8,4;23,7;20,48;19,3;null;85;null
10/04/2023;4,8;8,2;23,2;26,7;21,06;17,2;null;79;null
11/04/2023;3,1;7,5;0;27,3;21,48;16,1;null;74;null
12/04/2023;1,9;2,1;0;25,9;21,64;17,5;null;76;null
13/04/2023;3,2;5;0;30,5;22,74;18,8;null;85;null
14/04/2023;1,3;4,5;0;29,3;22,76;18,7;null;80;null
15/04/2023;null;null;11,8;29,1;22,9;19,6;null;75;null
16/04/2023;null;null;14,6;28,4;22,68;19,3;null;83;null
17/04/2023;3,7;8,1;0;30,7;23,74;19,2;null;78;null
18/04/2023;0,7;0,4;0;25,5;22,42;19;null;77;null
19/04/2023;3,2;5,9;23,2;28,3;23,18;21,2;null;92;null
20/04/2023;5,7;9,5;0;26,5;20,3;17,6;null;51;null
21/04/2023;5,4;8,6;0;25,1;19,52;15,5;null;69;null
22/04/2023;null;null;0;25,6;20,94;16,9;null;77;null
23/04/2023;null;null;0;27,2;21,3;18,7;null;77;null
24/04/2023;4,9;5,6;0,2;26,5;19,92;14,5;null;76;null
25/04/2023;null;8;0;27,9;21,16;14,9;null;74;null
26/04/2023;null;null;0;28,5;22,02;16,8;null;78;null
27/04/2023;4,3;8;0,8;29,3;22,72;18,3;null;83;null
28/04/2023;1,5;0;0,6;22,5;20,04;18,9;null;80;null
29/04/2023;null;null;2,2;25,7;21,22;18;null;73;null
30/04/2023;null;null;2,6;28;21,8;19,5;null;85;null
01/05/2023;3,3;7,2;3;28,3;21,2;15,9;null;85;null
02/05/2023;3,8;8,9;0;28,7;21,92;15,7;null;74;null
03/05/2023;3,2;7,1;0;28,7;22,26;18,6;null;81;null
04/05/2023;2,7;6,4;0;28,3;22,62;19,6;null;84;null
05/05/2023;3,5;5,9;0;29,3;22,26;17,6;null;82;null
06/05/2023;null;null;0;28,6;22,2;18,6;null;88;null
07/05/2023;null;null;0;28,4;22,16;19,2;null;83;null
08/05/2023;3;7,6;0;29,3;21,28;16,5;null;80;null
09/05/2023;3,1;5,4;0;28,9;22,2;16,7;null;89;null
10/05/2023;2,2;0,5;0;26,1;21,5;19;null;79;null
11/05/2023;2,4;2,9;3,2;24,9;20,62;19;null;81;null
12/05/2023;4,6;5,8;0,3;25,5;19,52;16,7;null;77;null
13/05/2023;null;null;0;22,6;18,38;16,1;null;64;null
14/05/2023;null;null;0;24,5;19,24;16,1;null;78;null
15/05/2023;4,5;8,6;0;26,6;19,42;16,1;null;72;null
16/05/2023;5,8;10,1;0,3;26,7;16,32;10,3;null;71;null
17/05/2023;4,7;10;0;25,8;17,9;10,5;null;67;null
18/05/2023;4;9,3;0;24,5;17,52;12,5;null;73;null
19/05/2023;4,2;8,9;0;23,7;17,6;14,7;null;70;null
20/05/2023;null;null;0;24,6;15,82;9,5;null;76;null
21/05/2023;null;null;0;27,4;17,2;9,5;null;86;null
22/05/2023;2,7;5,4;0,2;25,5;17,84;11,9;null;80;null
23/05/2023;3,4;8,4;0;26,5;19,32;12,1;null;82;null
24/05/2023;4,9;3,5;0;26,7;20,12;15,3;null;74;null
25/05/2023;5,3;9,8;0;27,1;20,44;15,5;null;72;null
26/05/2023;5,4;9,6;0;27,7;19,96;14,1;null;73;null
27/05/2023;null;null;0;27,5;19,52;14,7;null;79;null
28/05/2023;null;null;0;29,2;20,22;13,3;null;80;null
29/05/2023;2,5;0,9;3,6;23,3;19,46;18;null;76;null
30/05/2023;2,9;1,4;4,4;22,3;18,76;16,3;null;78;null
31/05/2023;0,8;0;6,8;18,9;17,64;16,9;null;80;null
01/06/2023;3,2;9,7;3,6;25,7;19,56;15,7;null;78;null
02/06/2023;3,1;4,6;0,4;25,3;19,24;16,9;null;84;null
03/06/2023;null;null;0;24,1;18,12;14,5;null;82;null
04/06/2023;null;null;0;25,9;16,88;12,3;null;82;null
05/06/2023;4;7,8;0,3;26,7;17,34;11,2;null;84;null
06/06/2023;4,2;8;0;25,3;18,64;14,9;null;70;null
