Data Medicao;EVAPORACAO DO PICHE(mm);INSOLACAO TOTAL(h);PRECIPITACAO TOTAL(mm);TEMPERATURA MAXIMA(°C);TEMPERATURA MEDIA COMPENSADA(°C);TEMPERATURA MINIMA(°C);UMIDADE RELATIVA DO AR MEDIA (%);UMIDADE RELATIVA DO AR MINIMA (%);VENTO VELOCIDADE MEDIA (m/s)
16/02/2021;5,3;8,4;1,2;32,2;null;18,8;null;94;null
17/02/2021;3,7;0;8,4;28,4;null;19,2;null;88;null
18/02/2021;4,8;10,1;0;32;null;20,2;null;69;null
19/02/2021;5,6;7,8;4,2;32,6;null;18,8;null;82;null
20/02/2021;3,9;5,4;1,4;29,2;null;20,8;null;75;null
21/02/2021;3,3;5,6;0;30,8;null;20,6;null;78;null
22/02/2021;3,7;7,5;3,3;30,4;null;20,8;null;75;null
23/02/2021;4,6;11,4;14,4;32;null;17,6;null;79;null
24/02/2021;6,6;7,7;0;32,8;null;17,4;null;95;null
25/02/2021;1,9;0,1;0;25,2;null;20;null;87;null
26/02/2021;0,8;0;15;23,6;null;18,8;null;90;null
27/02/2021;1,5;0;12,2;25;null;19;null;95;null
28/02/2021;6,3;7,3;5,2;29,4;null;19,6;null;76;null
01/03/2021;null;null;0;null;null;19,4;null;70;null
02/03/2021;null;null;0;null;null;18,4;null;74;null
03/03/2021;null;null;0;null;null;17,6;null;77;null
04/03/2021;null;null;0;null;null;18,4;null;73;null
05/03/2021;null;null;0;null;null;20;null;75;null
06/03/2021;null;null;4,6;null;null;20,6;null;91;null
07/03/2021;null;null;31,6;null;null;18,4;null;98;null
08/03/2021;null;null;6;null;null;19,8;null;85;null
09/03/2021;null;null;5,4;null;null;18,6;null;91;null
10/03/2021;null;null;47,2;null;null;17,2;null;83;null
11/03/2021;null;null;6,2;null;null;19,2;null;88;null
12/03/2021;null;null;1,2;null;null;19,6;null;81;null
13/03/2021;null;null;17,4;null;null;20;null;78;null
14/03/2021;null;null;3,6;null;null;20,6;null;83;null
15/03/2021;null;null;0,5;null;null;19,8;null;83;null
16/03/2021;null;null;3,4;null;null;20,8;null;88;null
17/03/2021;null;null;0;null;null;17,6;null;89;null
18/03/2021;null;null;0;null;null;24,4;null;86;null
19/03/2021;null;null;0,2;null;null;20,4;null;86;null
20/03/2021;null;null;0;null;null;20,6;null;84;null
21/03/2021;null;null;0;null;null;18,2;null;73;null
22/03/2021;null;null;0;null;null;18;null;74;null
23/03/2021;null;null;null;null;null;null;null;null;null
24/03/2021;null;null;0;null;null;19;null;78;null
25/03/2021;null;null;0;null;null;19,4;null;79;null
26/03/2021;null;null;0;null;null;21,6;null;83;null
27/03/2021;null;null;0;null;null;19,4;null;85;null
28/03/2021;null;null;0;null;null;18,8;null;75;null
29/03/2021;null;null;0;null;null;20,4;null;79;null
30/03/2021;null;null;45,6;null;null;17,8;null;78;null
31/03/2021;null;null;2,2;null;null;18,2;null;89;null
01/04/2021;6,1;10,5;2,7;27,6;null;16,1;null;71;null
02/04/2021;5,2;10;0;28,2;null;14,9;null;72;null
03/04/2021;5,3;7,7;0;28;null;15,7;null;74;null
04/04/2021;5,8;7,6;0;27,4;null;17,2;null;81;null
05/04/2021;5,6;8,8;0;27,2;null;16,9;null;79;null
06/04/2021;3,4;7,1;0;27,6;null;17,8;null;77;null
07/04/2021;3,1;2,9;17,6;26,4;null;18,4;null;86;null
08/04/2021;5,7;9,9;6,2;27,2;null;17,2;null;76;null
09/04/2021;6,7;10,2;0,2;28,2;null;17,6;null;75;null
10/04/2021;4,6;10,2;0;29,4;null;14,3;null;78;null
11/04/2021;3,9;9,9;0;29,8;null;14,1;null;80;null
12/04/2021;7,5;10,3;0;31,4;null;14,3;null;81;null
13/04/2021;3,7;4,2;1,1;26,4;null;18,8;null;86;null
14/04/2021;5,5;2,8;0,6;24,8;null;17,6;null;84;null
15/04/2021;6,3;8,6;0;26,2;null;17,8;null;65;null
16/04/2021;4,9;8,3;0;26,8;null;16,3;null;72;null
17/04/2021;3,5;7,7;0;27,8;null;14,5;null;72;null
18/04/2021;2,9;0,8;0,7;23,2;null;16,9;null;83;null
19/04/2021;5,3;8,6;9;25,6;null;17,6;null;76;null
20/04/2021;8,9;10,4;0;27;null;17,4;null;66;null
21/04/2021;5,2;8;0;26,8;null;17,2;null;61;null
22/04/2021;4,1;8,2;0,5;27,2;null;16,3;null;76;null
23/04/2021;4,6;10;0;27,4;null;13,5;null;77;null
24/04/2021;4,8;10,1;0;28,2;null;14,7;null;79;null
25/04/2021;5,2;6,3;0;28;null;18;null;84;null
26/04/2021;5,9;4,2;0;26,8;null;16,3;null;78;null
27/04/2021;3,4;4,7;0;27,2;null;18;null;83;null
28/04/2021;4,1;4,1;0,4;25,4;null;18;null;79;null
29/04/2021;5,1;3,3;4;23,2;null;17,4;null;81;null
30/04/2021;4,2;3,9;0;23;null;15,5;null;76;null
01/05/2021;5,1;7,3;0;25,4;null;16,1;null;73;null
02/05/2021;3,7;4,6;0;26,2;null;16,3;null;82;null
03/05/2021;3,9;5,5;0;26,8;null;15,3;null;94;null
04/05/2021;3,3;7,8;0;27,8;null;15,1;null;86;null
05/05/2021;5,9;10,1;0;29,8;null;13,5;null;77;null
06/05/2021;5,5;8,6;0;29,2;null;13,5;null;86;null
07/05/2021;3,9;5,2;0;25,2;null;14,3;null;67;null
08/05/2021;2,9;2,9;22,2;22,6;null;16,5;null;75;null
09/05/2021;4,6;7;0,4;24,4;null;16,3;null;82;null
10/05/2021;3,8;6,9;0;24,2;null;15,7;null;75;null
11/05/2021;2,5;4,5;0;24,6;null;12,1;null;96;null
12/05/2021;2,9;5,4;0;24,8;null;13,1;null;85;null
13/05/2021;2,6;2;29,8;22,6;null;15,5;null;95;null
14/05/2021;2,4;0,8;0,5;20,7;null;15,9;null;89;null
15/05/2021;1,7;1,8;0;21,5;null;14,9;null;87;null
16/05/2021;2,2;1,9;1,2;23;null;16,3;null;89;null
17/05/2021;3,1;8,3;0;26,4;null;16,5;null;83;null
18/05/2021;4,5;8,6;0;26,2;null;14,1;null;81;null
19/05/2021;3,3;6,5;0;25,2;null;16,1;null;82;null
20/05/2021;3,1;5,4;0;25;null;15,5;null;92;null
21/05/2021;2,1;5,2;0;26,2;null;16,5;null;93;null
22/05/2021;3,3;3,8;0;26,4;null;12,3;null;87;null
23/05/2021;4,1;3,4;0,8;27,4;null;13,7;null;94;null
24/05/2021;5,1;6,4;0;26,2;null;15,5;null;74;null
25/05/2021;3,3;5,7;0;22,6;null;11,3;null;89;null
26/05/2021;3,8;8,2;0;26,4;null;10,5;null;93;null
27/05/2021;2,9;5,3;0;24,8;null;14,3;null;87;null
28/05/2021;3,6;7,2;0;28,2;null;14,5;null;98;null
29/05/2021;4,4;3,9;0;30;null;16,5;null;78;null
30/05/2021;2,8;4,6;0;27,4;null;15,3;null;84;null
31/05/2021;0,9;0;22,4;21,3;null;18,4;null;93;null
01/06/2021;2,8;7,5;7,6;25,2;null;17,2;null;89;null
02/06/2021;2,5;7,6;0;26,4;null;16,7;null;83;null
03/06/2021;3,9;6,5;0;27,6;null;13,5;null;95;null
04/06/2021;4,4;9,6;0;26,6;null;15,7;null;81;null
05/06/2021;2,6;9,9;0;26,2;null;14,1;null;79;null
06/06/2021;3,3;4,5;0;24,4;null;12,3;null;89;null
07/06/2021;2,3;5,2;0;24,2;null;13,9;null;98;null
08/06/2021;1,8;2,6;20,8;23,6;null;17,2;null;93;null
09/06/2021;2,7;4;0;25,4;null;17,4;null;96;null
10/06/2021;3,9;6,1;0;26,2;null;18,6;null;89;null
11/06/2021;3,4;3,7;0,8;24,4;null;17,4;null;92;null
12/06/2021;3,4;6,8;0;23,4;null;16,5;null;79;null
13/06/2021;3,3;1,1;0;21,3;null;14,1;null;83;null
14/06/2021;3,6;7,9;0;21,7;null;14,5;null;78;null
15/06/2021;1,7;4,8;0;22,4;null;10,9;null;92;null
16/06/2021;3,3;6,5;0;23,6;null;11,5;null;91;null
17/06/2021;4,5;6,3;0,3;23,4;null;14,3;null;85;null
18/06/2021;4,3;8,2;0;22,4;null;14,9;null;75;null
19/06/2021;3,3;2,6;0;21,5;null;14,5;null;81;null
20/06/2021;6,2;6,9;0;26,2;null;12,7;null;83;null
21/06/2021;3,9;9,4;0;23,6;null;14,1;null;74;null
22/06/2021;1,3;0,2;0,8;18,5;null;14,7;null;93;null
23/06/2021;3,1;1,9;3;21,7;null;15,7;null;92;null
24/06/2021;3;7,9;0;22,6;null;11,5;null;92;null
25/06/2021;3,1;7,3;0;26,6;null;10,7;null;97;null
26/06/2021;5,8;8,1;0;27,6;null;13,1;null;93;null
27/06/2021;3,3;9,8;0;25,8;null;11,3;null;83;null
28/06/2021;3,9;7;0;27,4;null;10,9;null;98;null
29/06/2021;4,4;5,4;0;23,8;null;12,9;null;89;null
30/06/2021;4,2;5,1;0,5;18,3;null;13,1;null;64;null
01/07/2021;4,8;9,7;0;21,1;null;5,9;null;73;null
02/07/2021;3,5;8,5;0;22,6;null;5,7;null;94;null
03/07/2021;4,4;7,3;0;24,6;null;8,3;null;97;null
04/07/2021;4,1;5,9;0;22,6;null;10,9;null;84;null
05/07/2021;4,2;6,1;0;22,4;null;12,1;null;92;null
06/07/2021;4,5;5;0;22,2;null;12,1;null;82;null
07/07/2021;3,6;7,5;0;23,8;null;10,3;null;87;null
08/07/2021;4,5;7,3;0;23,6;null;12,3;null;83;null
09/07/2021;4,6;7,1;0;24,4;null;12,5;null;86;null
10/07/2021;3,5;9,7;0;24,6;null;12,1;null;82;null
11/07/2021;5,4;9,2;0;26,2;null;9,7;null;86;null
12/07/2021;5,9;9,2;0;26,4;null;9,5;null;81;null
13/07/2021;3,3;7,5;0;25,6;null;12,3;null;95;null
14/07/2021;3,9;8,6;0;26,6;null;10,5;null;87;null
15/07/2021;4,1;9,5;0;28,6;null;9,9;null;84;null
16/07/2021;4,9;8,6;0;26,6;null;10,3;null;83;null
17/07/2021;3,2;4,1;0;24,4;null;15,3;null;88;null
18/07/2021;4,4;6;0;26,6;null;14,3;null;95;null
19/07/2021;7,7;8,8;0;21,7;null;13,5;null;64;null
20/07/2021;5,8;9,5;0;19,5;null;4,3;null;77;null
21/07/2021;3,3;2,9;0;19,7;null;5,9;null;79;null
22/07/2021;4,9;6,3;0;23,6;null;7,1;null;94;null
23/07/2021;6,4;9,9;0;25;null;11,5;null;81;null
24/07/2021;4,2;9,9;0;26;null;8,3;null;78;null
25/07/2021;4,1;10,2;17,3;27,2;null;7,3;null;87;null
26/07/2021;4,8;9,9;0;27,4;null;7,9;null;83;null
27/07/2021;7,2;9,5;0;29,6;null;8,1;null;81;null
28/07/2021;2,7;0;0,7;17,3;null;13,1;null;91;null
29/07/2021;4,8;10,2;11,2;18,5;null;10,7;null;51;null
30/07/2021;4,6;6,1;0;17,1;null;7,3;null;69;null
31/07/2021;5,4;9,6;0;20,3;null;3,9;null;83;null
01/08/2021;4,9;8,2;0;21,5;null;9,9;null;78;null
02/08/2021;4,4;9,5;0;23,8;null;9,1;null;74;null
03/08/2021;2,8;0;0;18,9;null;10,5;null;92;null
04/08/2021;5,1;7,5;0;21,7;null;13,5;null;79;null
05/08/2021;4,9;3,6;0;23;null;13,7;null;82;null
06/08/2021;5,9;7;0;24;null;15,3;null;78;null
07/08/2021;6,8;7,5;0;23,6;null;11,5;null;72;null
08/08/2021;4,7;6,9;0;26,2;null;10,1;null;78;null
09/08/2021;4,5;9,3;0;27;null;11,9;null;69;null
10/08/2021;5,7;9,8;0;29;null;10,7;null;77;null
11/08/2021;5,9;8,9;0;28,8;null;11,1;null;78;null
12/08/2021;4,6;2;0;24,2;null;15,7;null;81;null
13/08/2021;2,1;0;0,5;21,7;null;16,9;null;85;null
14/08/2021;2,5;0,9;0;19,7;null;15,5;null;91;null
15/08/2021;3,6;3,8;0;24,2;null;16,3;null;84;null
16/08/2021;3,2;6;0;27,6;null;18;null;78;null
17/08/2021;1,9;4,9;21,8;26,2;null;14,5;null;95;null
18/08/2021;2,5;5,8;0;27,4;null;13,7;null;98;null
19/08/2021;5,3;9;0;30;null;13,9;null;90;null
20/08/2021;6,4;10;0;29,8;null;12,5;null;83;null
21/08/2021;9,2;9,8;0;29,6;null;11,5;null;86;null
22/08/2021;7,1;8,2;0;29,8;null;12,7;null;97;null
23/08/2021;6,7;10,2;0;31;null;11,5;null;72;null
24/08/2021;7,6;9,8;0;31,8;null;12,5;null;70;null
25/08/2021;5,9;9,1;0;31,4;null;13,1;null;68;null
26/08/2021;9,1;8,2;0;32,6;null;13,9;null;69;null
27/08/2021;6,1;4,4;0;25,4;null;16,5;null;72;null
28/08/2021;4,1;1,8;0;24,8;null;17,6;null;89;null
29/08/2021;2,9;0,1;0;24,2;null;15,9;null;78;null
30/08/2021;2,5;1,3;3,2;21,7;null;15,7;null;93;null
31/08/2021;3,8;4,6;3,6;25;null;15,5;null;88;null
01/09/2021;5,1;5,2;0;null;null;16,5;null;85;null
02/09/2021;7;8,5;0;null;null;14,3;null;77;null
03/09/2021;6,9;10,4;0;null;null;13,7;null;71;null
04/09/2021;8,4;9,8;0;null;null;14,7;null;69;null
05/09/2021;5,9;7;0;null;null;19;null;79;null
06/09/2021;5,6;5,9;0;null;null;16,3;null;96;null
07/09/2021;5,9;4;0;null;null;18,8;null;76;null
08/09/2021;5,1;6,3;0;null;null;18;null;82;null
09/09/2021;6,2;6,5;0;null;null;19,4;null;76;null
10/09/2021;3,3;0,9;1;null;null;19,6;null;84;null
11/09/2021;2,3;0,5;0;null;null;19;null;88;null
12/09/2021;5,9;9,3;3,9;null;null;18,2;null;86;null
13/09/2021;5,1;6,4;0;null;null;19,2;null;93;null
14/09/2021;8,9;4,2;0;null;null;17,2;null;75;null
15/09/2021;7,5;4,5;0;null;null;18,4;null;70;null
16/09/2021;4,3;0,1;0;null;null;21;null;80;null
17/09/2021;4,7;1,2;0,5;null;null;17,8;null;89;null
18/09/2021;5,6;7,8;0;null;null;18;null;79;null
19/09/2021;5,5;5,1;5,3;null;null;17,6;null;97;null
20/09/2021;7,5;8,8;0;null;null;19,2;null;75;null
21/09/2021;11,4;8,1;0;null;null;17,8;null;68;null
22/09/2021;7,3;4,3;0;null;null;18,4;null;56;null
23/09/2021;7,5;5,7;0;null;null;14,7;null;66;null
24/09/2021;7,1;7,4;0;null;null;11,9;null;68;null
25/09/2021;4,2;5,8;0;null;null;14,5;null;69;null
26/09/2021;6,5;6,7;6,4;null;null;16,1;null;85;null
27/09/2021;7,8;8,3;0;null;null;16,7;null;69;null
28/09/2021;7,5;7,1;0;null;null;18,6;null;85;null
29/09/2021;6,2;8;0;null;null;17,8;null;66;null
30/09/2021;5,3;1,7;4,4;null;null;18,4;null;80;null
01/10/2021;4;4,1;0;null;null;18;null;79;null
02/10/2021;6,5;6,5;7;null;null;18,6;null;80;null
03/10/2021;4,1;5,6;0;null;null;18,6;null;70;null
04/10/2021;2,6;3,8;28,8;null;null;19,6;null;89;null
05/10/2021;2,4;0;1;null;null;19,8;null;90;null
06/10/2021;3,8;5,1;0,3;null;null;18;null;78;null
07/10/2021;3,9;4;1,8;null;null;20,2;null;77;null
08/10/2021;4,7;0,1;0,6;null;null;16,5;null;87;null
09/10/2021;2,5;1,5;1,3;null;null;15,5;null;96;null
10/10/2021;1,1;0;8,8;null;null;16,3;null;88;null
11/10/2021;0,7;0;14,2;null;null;16,7;null;93;null
12/10/2021;3,4;0,9;30,4;null;null;16,1;null;83;null
13/10/2021;5,3;8;1,5;null;null;17,2;null;74;null
14/10/2021;6,1;5,9;0;null;null;18;null;79;null
15/10/2021;8,8;8,7;0;null;null;20,2;null;59;null
16/10/2021;4,2;3,8;7,6;null;null;19,6;null;82;null
17/10/2021;2,7;0;3,2;null;null;19;null;93;null
18/10/2021;1,4;0;0;null;null;18,4;null;94;null
19/10/2021;1,3;0;7,2;null;null;18,2;null;85;null
20/10/2021;3,3;0,9;42,6;null;null;13,7;null;87;null
21/10/2021;4,1;1;0;null;null;14,7;null;77;null
22/10/2021;6,1;7,9;0;null;null;16,1;null;73;null
23/10/2021;5,7;7,9;0;null;null;15,3;null;75;null
24/10/2021;1,9;0,3;7,2;null;null;19,8;null;98;null
25/10/2021;2,8;0,5;18,8;null;null;17,4;null;79;null
26/10/2021;1,9;0;3,2;null;null;17,6;null;90;null
27/10/2021;0,9;0,3;0,6;null;null;19,4;null;91;null
28/10/2021;2,7;0;171,4;null;null;19,8;null;93;null
29/10/2021;2,2;0;1,9;null;null;18,6;null;86;null
30/10/2021;3,1;1,7;1,2;null;null;18;null;80;null
31/10/2021;2,5;0;0;null;null;18,8;null;81;null
01/11/2021;0,7;0;65,6;null;null;18,4;null;null;null
02/11/2021;4,9;6,7;31,2;null;null;16,5;null;null;null
03/11/2021;6,5;8,4;0;null;null;18;null;null;null
04/11/2021;6,7;10,9;0;null;null;17,4;null;null;null
05/11/2021;6,6;9;0;null;null;19,4;null;null;null
06/11/2021;6,3;8;0;null;null;14,9;null;null;null
07/11/2021;7,5;11,4;0;null;null;16,1;null;null;13,37544
08/11/2021;5,9;7,6;0;null;null;15,9;null;null;null
09/11/2021;3,1;0;0;null;null;18,4;null;null;null
10/11/2021;2,7;0;0,5;null;null;18,2;null;null;null
11/11/2021;0,8;0;1,4;null;null;16,5;null;null;null
12/11/2021;2,4;0;4,2;null;null;15,3;null;86;null
13/11/2021;6,5;5,5;2,3;null;null;14,5;null;null;null
14/11/2021;6,5;5,6;0;null;null;13,7;null;null;null
15/11/2021;7,2;10,2;0;null;null;15,5;null;null;null
16/11/2021;8,1;10,6;0;null;null;14,3;null;null;null
17/11/2021;8,3;10,7;0;null;null;15,1;null;null;null
18/11/2021;3,2;0,6;0;null;null;18,2;null;null;null
19/11/2021;1,8;0;24,6;null;null;19,6;null;null;null
20/11/2021;3,2;1,6;14,2;null;null;20;null;null;null
21/11/2021;4,7;1,5;1,8;null;null;17,6;null;null;null
22/11/2021;4,1;5,6;0;null;null;15,3;null;null;null
23/11/2021;11,2;8,8;0;null;null;16,7;null;null;null
24/11/2021;7,1;9,2;0;null;null;16,3;null;null;null
25/11/2021;5,5;5,4;0;null;null;19,4;null;null;null
26/11/2021;1,4;0,2;0;null;null;19,2;null;null;null
27/11/2021;6,7;10,5;7;null;null;17,8;null;null;null
28/11/2021;5,8;7,9;0;null;null;18,6;null;null;null
29/11/2021;7,1;8,4;0;null;null;18,4;null;null;null
30/11/2021;1,1;0,1;17,6;null;null;20,8;null;null;null
01/12/2021;4,2;6,1;17,2;null;null;21;null;null;null
02/12/2021;4,9;8,2;9,8;null;null;20,2;null;null;null
03/12/2021;5,3;2,7;4,6;null;null;19;null;null;null
04/12/2021;5,6;6,1;0;null;null;19;null;null;null
05/12/2021;4,7;8,6;0;null;null;20;null;null;null
06/12/2021;2,6;3,2;8,6;null;null;18,8;null;null;null
07/12/2021;1,6;2,8;3,4;null;null;18,6;null;null;null
08/12/2021;1,8;1,6;49,8;null;null;17,2;null;null;null
09/12/2021;5;3,8;21;null;null;15,9;null;null;null
10/12/2021;5,6;10,2;0;null;null;15,9;null;null;null
11/12/2021;6,1;11;0;null;null;17,8;null;null;null
12/12/2021;2,8;1,7;6,2;null;null;21;null;null;null
13/12/2021;3,7;6,3;0;null;null;19,6;null;null;null
14/12/2021;2,4;2,5;12,2;null;null;20,8;null;null;null
15/12/2021;2,8;1,1;18,4;30,7;null;22;null;null;null
16/12/2021;3,1;2,3;0,3;32,9;null;21,4;null;null;null
17/12/2021;1,9;0,4;48,8;29,5;null;21,6;null;null;null
18/12/2021;3,7;3,4;23,6;29,3;null;21,2;null;null;null
19/12/2021;4,9;1,3;2,9;27,1;null;18,6;null;null;null
20/12/2021;6,9;10,1;0;28,7;null;16,1;null;null;null
21/12/2021;6,2;9,8;0;32,3;null;19,2;null;null;null
22/12/2021;5,6;9;0;35,5;null;19;null;null;null
23/12/2021;5,5;4,3;5,6;29,3;null;20;null;null;null
24/12/2021;6,2;7,3;0,8;27,7;null;16,1;null;null;null
25/12/2021;6,3;7,5;0,4;27,7;null;17,2;null;null;null
26/12/2021;7,7;10,9;0;32,7;null;15,5;null;null;null
27/12/2021;3,3;7;0;30,5;null;16,9;null;null;null
28/12/2021;3,9;7,1;2,8;32,7;null;17,6;null;null;null
29/12/2021;3,7;6,9;19,4;29,9;null;19,2;null;null;null
30/12/2021;1,9;0;0;26,7;null;20,8;null;85;null
31/12/2021;1,8;0;15,2;24,5;null;19,8;null;null;null
01/01/2022;1,8;1;7,8;28,9;null;19,4;null;93;null
02/01/2022;1,9;0,9;11,4;29,5;null;20,8;null;87;null
03/01/2022;2,2;2,5;9,6;30,9;null;21,4;null;87;null
04/01/2022;5,6;0,3;13,2;31,1;null;21,4;null;80;null
05/01/2022;1,7;0,4;11,2;30,5;null;21,6;null;89;null
06/01/2022;2,1;2,9;15,8;30,9;null;21,8;null;87;null
07/01/2022;2,1;0;20,2;26,3;null;21,2;null;88;null
08/01/2022;1,1;0;4,4;23,7;null;20,4;null;88;null
09/01/2022;0,7;0;21,6;21,5;null;18,8;null;95;null
10/01/2022;1,3;0,2;7,8;25,5;null;17,8;null;88;null
11/01/2022;2,3;1,1;8,6;28,1;null;20,2;null;84;null
12/01/2022;3,6;5,1;2,2;33,1;null;20;null;80;null
13/01/2022;2,4;4,4;11,6;29,9;null;21;null;74;null
14/01/2022;5,4;6,9;0,3;32,9;null;22;null;76;null
15/01/2022;2,9;0,5;0;31,7;null;22,8;null;78;null
16/01/2022;3,1;6,6;8,8;31,3;null;20,4;null;77;null
17/01/2022;4,1;8,5;0,4;34,7;null;19,4;null;83;null
18/01/2022;5,1;9;15,2;35,5;null;20,4;null;75;null
19/01/2022;4,9;8,2;0;35,1;null;20,8;null;68;null
20/01/2022;5,3;9,6;23,2;33,5;null;19,2;null;70;null
21/01/2022;6,5;9,4;0;32,7;null;20,6;null;79;null
22/01/2022;6,7;9,9;0;32,9;null;20,4;null;76;null
23/01/2022;7,1;9,5;0;33,3;null;21,6;null;73;null
24/01/2022;7,6;11;0;33,7;null;20,4;null;72;null
25/01/2022;6,4;9;0;33,9;null;20,4;null;70;null
26/01/2022;5,5;10,1;0;33,7;null;19,4;null;68;null
27/01/2022;6,3;10,2;0;35,7;null;19,4;null;70;null
28/01/2022;3,5;2,5;0;31,1;null;20,6;null;70;null
29/01/2022;0,9;0;22,4;25,9;null;20,8;null;94;null
30/01/2022;1,1;0;9,6;25,5;null;20,8;null;96;null
31/01/2022;0,8;0,5;13,2;25,9;null;20,4;null;97;null
01/02/2022;1,9;0;9,8;30,7;null;21;null;87;null
02/02/2022;1,8;1,6;47,6;28,5;null;20,6;null;84;null
03/02/2022;3,2;3,6;13,6;29,7;null;20;null;74;null
04/02/2022;2,9;2;42,4;30,7;null;21,6;null;75;null
05/02/2022;2,5;4,9;42,4;31,9;null;21;null;78;null
06/02/2022;2,2;0,7;39,6;30,7;null;20,8;null;85;null
07/02/2022;0,9;0,5;33,4;29,3;null;20,8;null;92;null
08/02/2022;1,1;0;25,2;25,7;null;20,4;null;86;null
09/02/2022;1,8;0;20,4;25,5;null;18;null;90;null
10/02/2022;3,5;0,8;3,9;26,7;null;18,8;null;81;null
11/02/2022;4,7;3,8;0;26,9;null;19,2;null;88;null
12/02/2022;3,6;4;0;29,9;null;20;null;73;null
13/02/2022;3,9;7,5;41,4;31,3;null;19,4;null;100;null
14/02/2022;4,2;8,3;2,6;34,3;null;21,8;null;82;null
15/02/2022;2,1;4,2;6,8;30,9;null;20,8;null;81;null
16/02/2022;5,6;7,4;57,6;31,1;null;19,2;null;72;null
17/02/2022;2,9;4,5;0;29,7;null;18,8;null;86;null
18/02/2022;1,9;0,3;11,6;27,5;null;19,8;null;85;null
19/02/2022;2,1;1,1;14,2;26,5;null;19,6;null;87;null
20/02/2022;2,9;2,3;2,2;29,9;null;20;null;91;null
21/02/2022;3,6;7,2;0;33,1;null;19,8;null;82;null
22/02/2022;5,3;10,2;9,8;33,5;null;20,2;null;82;null
23/02/2022;5,5;10,1;0;34,1;null;19;null;77;null
24/02/2022;5,4;8,3;0;31,7;null;20,4;null;76;null
25/02/2022;7,1;9,8;0;32,3;null;20,8;null;70;null
26/02/2022;6;8,2;0;32,5;null;21;null;77;null
27/02/2022;6,6;9,1;0;32,9;null;21,8;null;70;null
28/02/2022;5,9;9,1;0;34,1;null;19,8;null;74;null
01/03/2022;7,2;10,9;0;34,5;null;19,6;null;68;null
02/03/2022;7,3;10;0;34,7;null;19,8;null;74;null
03/03/2022;9,7;11,1;0;34,9;null;20,2;null;60;null
04/03/2022;7,1;9,5;0;34,7;null;18,6;null;67;null
05/03/2022;5,1;6,9;0;35,1;null;19,2;null;83;null
06/03/2022;6,6;9,7;2,2;34,5;null;20;null;74;null
07/03/2022;6,5;9,9;0;35,1;null;20,2;null;72;null
08/03/2022;8,3;10,6;0;35,3;null;19,8;null;68;null
09/03/2022;8,3;10,7;0;34,1;null;18,8;null;70;null
10/03/2022;5,9;8,1;0;34,5;null;19,6;null;69;null
11/03/2022;6,7;9,4;0;34,7;null;18,2;null;71;null
12/03/2022;4,4;4,6;0;32,7;null;21,6;null;78;null
13/03/2022;3,2;5,4;12,4;32,1;null;21;null;87;null
14/03/2022;4;7,2;2,8;33,3;null;19,8;null;88;null
15/03/2022;2,9;4,1;0,6;31,9;null;22,6;null;81;null
16/03/2022;4,8;5,4;20,2;33,5;null;21,2;null;93;null
17/03/2022;5,9;10,8;0;34,1;null;20,6;null;73;null
18/03/2022;7,1;10,5;0;35,7;null;20,4;null;72;null
19/03/2022;4,5;4,6;0;34,1;null;20,8;null;72;null
20/03/2022;2,5;0,8;0;29,7;null;22,6;null;80;null
21/03/2022;1,9;0;19,8;20,9;null;18,4;null;89;null
22/03/2022;4,8;5,4;0,8;25,1;null;16,9;null;63;null
23/03/2022;4,9;4,6;0;28,3;null;18,6;null;74;null
24/03/2022;5,2;10,4;0;32,3;null;18;null;71;null
25/03/2022;5,7;9,4;0;34,1;null;18,4;null;74;null
26/03/2022;4,4;7,6;0;34,3;null;19,8;null;72;null
27/03/2022;2,8;6,9;0;32,5;null;20,6;null;80;null
28/03/2022;2,6;2,1;7,4;28,9;null;21,2;null;87;null
29/03/2022;4,2;6,1;1,2;30,3;null;20,2;null;78;null
30/03/2022;3,9;7,7;0;32,3;null;21,4;null;75;null
31/03/2022;3,9;6,9;0;31,9;null;20,8;null;72;null
01/04/2022;4,2;0,7;20,2;26,1;null;20,2;null;73;null
02/04/2022;2,3;0;1,8;26,7;null;20;null;73;null
03/04/2022;2,8;3,1;45,2;28,1;null;20,6;null;96;null
04/04/2022;3,3;7,2;0,8;31,7;null;20,6;null;88;null
05/04/2022;2,7;5,3;0;31,9;null;20,4;null;81;null
06/04/2022;2,9;0,7;47,8;27,3;null;20,6;null;92;null
07/04/2022;3,8;0,6;0;26,9;null;20,4;null;86;null
08/04/2022;2,3;4;0;30,1;null;19,8;null;87;null
09/04/2022;2,8;6,5;10,8;31,5;null;19,4;null;89;null
10/04/2022;4,2;6,6;14,6;30,7;null;20,6;null;81;null
11/04/2022;4,9;8,5;0;30,1;null;20,4;null;79;null
12/04/2022;2,4;3,4;0;29,7;null;20,6;null;80;null
13/04/2022;2,6;5,6;0;31,3;null;21,2;null;89;null
14/04/2022;2,4;2,8;15,4;26,9;null;20,6;null;95;null
15/04/2022;3,5;0,9;54,6;23,1;null;17,4;null;86;null
16/04/2022;5,2;10,4;0;26,3;null;11,9;null;69;null
17/04/2022;5;7,5;0;25,7;null;13,1;null;77;null
18/04/2022;4,6;8,5;0;25,1;null;12,9;null;81;null
19/04/2022;3,6;8,3;0;27,5;null;14,5;null;83;null
20/04/2022;3,9;7,8;0;27,7;null;15,3;null;83;null
